OBJECTID,STREET,LOCATION,TYPE,LANES,REASON,STATUS,START,END_,SOURCE,COMMENT,EVENT,created_date,last_edited_user,last_edited_date,created_user,REGION_CITY,AGO_USER,IS_DRILL,Shape__Length
218,ASHLEY AVE,BETWEEN BENNETT ST AND CALHOUN ST,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2015/11/09 05:47:00+00,,Charleston PD,,FLOOD 11/9/2015,2015/11/09 10:47:00+00,HAUCKR,2018/04/06 13:40:22+00,,,,No,188.640810793689
222,HAGOOD AVE,BETWEEN FISHBURNE ST AND ALLWAY ST,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2015/11/09 06:08:00+00,2015/11/09 11:42:00+00,Charleston PD,,FLOOD 11/9/2015,2015/11/09 11:08:00+00,HAUCKR,2018/04/06 13:40:22+00,,,,No,421.388059425228
223,WASHINGTON ST,BETWEEN HASELL ST AND LAURENS ST,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2015/11/09 06:18:00+00,2015/11/09 11:44:00+00,Charleston PD,,FLOOD 11/9/2015,2015/11/09 11:18:00+00,HAUCKR,2018/04/06 13:40:22+00,,,,No,353.361622007984
224,S MARKET ST,BETWEEN CHURCH ST AND E BAY ST,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2015/11/09 06:36:00+00,2015/11/09 11:03:00+00,Charleston PD,,FLOOD 11/9/2015,2015/11/09 11:36:00+00,HAUCKR,2018/04/06 13:40:22+00,,,,No,262.33393013614
225,ASHLEY AVE,BETWEEN SABIN ST AND DOUGHTY ST,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2015/11/09 06:46:00+00,2015/11/09 06:52:00+00,Charleston PD,,FLOOD 11/9/2015,2015/11/09 11:46:00+00,HAUCKR,2018/04/06 13:40:22+00,,,,No,196.772204710839
228,AMERICA ST,BETWEEN LEE ST AND COOPER ST,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2015/11/09 07:15:00+00,2015/11/09 16:26:00+00,Charleston PD,,FLOOD 11/9/2015,2015/11/09 12:15:00+00,HAUCKR,2018/04/06 13:40:22+00,,,,No,123.262523778168
230,SPRING ST,@ VAUGHN ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,FLOOD,NO MAP,2015/11/09 09:22:00+00,2015/11/09 00:00:00+00,Charleston PD,,FLOOD 11/9/2015,2015/11/09 14:22:00+00,HAUCKR,2018/04/06 13:40:23+00,,,,No,68.5614814353756
231,RUTLEDGE AVE,BETWEEN CALHOUN ST AND BENNETT ST,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2015/11/09 09:33:00+00,2015/11/09 13:22:00+00,Charleston PD,,FLOOD 11/9/2015,2015/11/09 14:33:00+00,HAUCKR,2018/04/06 13:40:23+00,,,,No,182.988358353794
233,PRESIDENT ST,LINE ST TO KENNEDY ST,CLOSED - PARTIAL,NORTHBOUND CLOSED,CONSTRUCTION,NO MAP,2015/12/08 00:00:00+00,2015/12/23 00:00:00+00,Public Service - Steve Kirk,The southbound travel lane and parking lane of President St from Line St to Kennedy St will be closed this week while utility relocations are being completed.,,2015/12/08 16:47:45+00,HAUCKR,2018/04/06 13:40:23+00,HAUCKR,,,No,119.836504120744
234,ASHE ST,BETWEEN LINE ST AND END OF STREET,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2015/12/08 00:00:00+00,2015/12/18 00:00:00+00,PUBLIC SERVICE,Cul-de-sac will be closed for work. ,US 17 DRAINAGE PROJECT,2015/12/08 16:56:29+00,HERRINJ,2019/01/30 17:17:57+00,HAUCKR,,,No,59.9937425466618
235,CANNON ST,@ SAINT PHILIP ST,CLOSED,ALL LANES CLOSED,EMERGENCY,NO MAP,2015/12/15 08:00:24+00,2015/12/15 00:00:00+00,Charleston PD,INTERSECTION CLOSED FOR FIRE RESPONSE,,2015/12/15 13:07:24+00,HAUCKR,2018/04/06 13:40:23+00,HAUCKR,,,No,114.185719731001
236,SHEPPARD ST,PERRY ST TO RUTLEDGE AVE,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,NO MAP,2015/08/26 17:30:34+00,,Steve Kirk - Public Service,Expected to be open to local traffic during the day and open to Crosstown traffic again sometime early 2016.  We apologize for any inconvenience this delay will cause. ,,2016/01/04 14:03:05+00,HAUCKR,2018/04/06 13:40:23+00,HAUCKR,,,No,89.9132536937517
240,SHEPPARD ST,SEPTIMA CLARK PKWY TO RUTLEDGE AVE,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,NO MAP,2016/01/08 09:00:00+00,,PUBLIC SERVICE,NOW OPEN,,2016/01/08 15:44:36+00,HAUCKR,2018/04/06 13:40:23+00,HAUCKR,,,No,188.545274196141
241,CROSSTOWN,FLYOVER AT LOCKWOOD ST,CLOSED - PARTIAL,SOUTHBOUND CLOSED,CONSTRUCTION,NO MAP,2016/01/10 20:00:00+00,2016/01/11 06:00:00+00,Charleston PD,"southbound just east of the Ashley River bridges will be closed for paving on Sunday night (1/10) at 8PM, weather permitting, and opened again by 6AM Monday (1/11).  Minor detour routes will be marked.",,2016/01/08 15:58:46+00,HAUCKR,2018/04/06 13:40:23+00,HAUCKR,,,No,305.785970240665
242,CROSSTOWN,FLYOVER AT LOCKWOOD ST,CLOSED - PARTIAL,NORTHBOUND CLOSED,CONSTRUCTION,NO MAP,2016/01/08 20:00:00+00,2016/01/09 08:00:00+00,PUBLIC SERVICE,"northbound just east of the Ashley River bridges will be closed for paving on Friday night (1/8) at 8PM, weather permitting, and opened again by 8AM Saturday (1/9).  Minor detour routes will be marked",,2016/01/08 15:58:56+00,HAUCKR,2018/04/06 13:40:23+00,HAUCKR,,,No,318.033268920673
243,PRESIDENT ST,BETWEEN LINE ST AND KENNEDY ST,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2016/01/15 12:06:34+00,2016/01/15 14:22:10+00,Charleston PD,,FLOOD 1/15/2016,2016/01/15 17:06:34+00,HAUCKR,2018/04/06 13:40:23+00,HAUCKR,,,No,119.836504120744
246,ASHLEY AVE,BETWEEN US 17 AND SUMTER ST,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2016/01/15 12:14:33+00,2016/01/15 16:00:00+00,Charleston PD,,FLOOD 1/15/2016,2016/01/15 17:14:33+00,HAUCKR,2018/04/06 13:40:23+00,HAUCKR,,,No,659.186937756164
248,N MARKET ST,@ E BAY ST,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2016/01/15 12:19:26+00,2016/01/15 14:25:05+00,Charleston PD,,FLOOD 1/15/2016,2016/01/15 17:19:26+00,HAUCKR,2018/04/06 13:40:23+00,HAUCKR,,,No,105.387778926127
249,S MARKET ST,BETWEEN CHURCH ST AND STATE ST,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2016/01/15 12:21:34+00,2016/01/15 12:58:02+00,Charleston PD,,FLOOD 1/15/2016,2016/01/15 17:21:34+00,HAUCKR,2018/04/06 13:40:23+00,HAUCKR,,,No,133.578226254889
250,N MARKET ST,BETWEEN E BAY ST AND MEETING ST,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2016/01/15 12:22:19+00,2016/01/15 14:25:05+00,Charleston PD,,FLOOD 1/15/2016,2016/01/15 17:22:19+00,HAUCKR,2018/04/06 13:40:23+00,HAUCKR,,,No,471.217595702201
251,ASHLEY AVE,BENNETT ST TO HALSEY ST,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2016/01/15 12:25:12+00,2016/01/15 16:00:00+00,Charleston PD,,FLOOD 1/15/2016,2016/01/15 17:25:12+00,HAUCKR,2018/04/06 13:40:23+00,HAUCKR,,,No,94.4768662947102
252,BENNETT ST,BETWEEN ASHLEY AVE AND RUTLEDGE AVE,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2016/01/15 12:26:22+00,2016/01/15 14:25:05+00,Charleston PD,,FLOOD 1/15/2016,2016/01/15 17:26:22+00,HAUCKR,2018/04/06 13:40:23+00,HAUCKR,,,No,170.962578175894
253,BEAUFAIN ST,BETWEEN PITT ST AND KIRKLAND LN,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2016/01/15 12:28:41+00,2016/01/15 14:25:05+00,Charleston PD,,FLOOD 1/15/2016,2016/01/15 17:28:41+00,HAUCKR,2018/04/06 13:40:23+00,HAUCKR,,,No,343.574223586952
254,CANNON ST,@ PRESIDENT ST,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2016/01/15 12:31:11+00,2016/01/15 13:52:40+00,Charleston PD,,FLOOD 1/15/2016,2016/01/15 17:31:11+00,HAUCKR,2018/04/06 13:40:23+00,HAUCKR,,,No,135.127948448579
255,CANNON ST,@ SEPTIMA P CLARK PKWY,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2016/01/15 12:32:35+00,2016/01/15 13:53:09+00,Charleston PD,,FLOOD 1/15/2016,2016/01/15 17:32:35+00,HAUCKR,2018/04/06 13:40:23+00,HAUCKR,,,No,105.173348420758
256,COMING ST,@ BEAUFAIN ST,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2016/01/15 12:34:59+00,2016/01/15 14:25:05+00,Charleston PD,,FLOOD 1/15/2016,2016/01/15 17:34:59+00,CITY\PAZE@CITY-GIS.CITYCHS,2020/04/09 19:56:10+00,HAUCKR,,,No,102.016780921888
257,HAGOOD AVE,BETWEEN FISHBURNE ST AND LINE ST,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2016/01/15 12:43:20+00,2016/01/15 14:22:38+00,Charleston PD,,FLOOD 1/15/2016,2016/01/15 17:43:20+00,HAUCKR,2018/04/06 13:40:23+00,HAUCKR,,,No,187.195794052018
258,HAGOOD AVE,BETWEEN FISHBURNE ST AND LINE ST,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2016/01/15 12:51:44+00,2016/01/15 14:22:38+00,Charleston PD,,FLOOD 1/15/2016,2016/01/15 17:51:44+00,HAUCKR,2018/04/06 13:40:23+00,HAUCKR,,,No,234.19226537321
259,CALHOUN ST,@ RUTLEDGE AVE,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2016/01/15 18:03:03+00,2016/01/15 19:43:35+00,Charleston PD,,FLOOD 1/15/2016,2016/01/15 18:03:03+00,CITY\PAZE@CITY-GIS.CITYCHS,2020/04/09 20:28:39+00,HAUCKR,,,No,211.127254266813
260,OGIER ST,BETWEEN CALHOUN ST AND VANDERHORST ST,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2016/01/15 13:38:36+00,2016/01/15 16:00:00+00,Charleston PD,,FLOOD 1/15/2016,2016/01/15 18:38:36+00,HAUCKR,2018/04/06 13:40:23+00,HAUCKR,,,No,235.113498226216
262,JONATHAN LUCAS ST,BETWEEN PRESIDENT ST AND CALHOUN ST,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2015/11/09 09:50:00+00,2015/11/09 15:26:00+00,Charleston PD,,FLOOD 11/9/2015,2016/01/21 20:18:17+00,CITY\PAZE@CITY-GIS.CITYCHS,2020/04/09 20:09:02+00,HAUCKR,,,No,246.813459573645
263,SEPTIMA P CLARK PKWY,BETWEEN ASHLEY AVE AND I26,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2016/01/21 20:30:46+00,2015/10/04 19:30:00+00,Charleston PD, CLOSED MORE THAN ONCE 10/3 THOURGH 10/4,FLOOD 10/1/2015 - 10/6/2105,2016/01/21 20:30:46+00,HAUCKR,2021/09/27 18:56:50+00,HAUCKR,,,No,2248.13673655045
264,SEPTIMA P CLARK PKWY,BETWEEN I26 AND SPRING ST,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2016/01/21 20:32:29+00,2015/10/04 19:30:00+00,Charleston PD,CLOSED MORE THAN ONCE 10/3 THOURGH 10/4,FLOOD 10/1/2015 - 10/6/2105,2016/01/21 20:32:29+00,HAUCKR,2021/09/27 18:56:55+00,HAUCKR,,,No,2635.67196927863
265,SEPTIMA P CLARK PKWY,BETWEEN LOCKWOOD DR AND ASHLEY AVE,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2015/10/04 00:00:00+00,2015/10/04 19:30:00+00,Charleston PD,,FLOOD 10/1/2015 - 10/6/2105,2016/01/21 20:34:25+00,CITY\PAZE@CITY-GIS.CITYCHS,2020/04/09 20:51:49+00,HAUCKR,,,No,1231.81675023697
266,SEPTIMA P CLARK PKWY,BETWEEN LOCKWOOD DR AND ASHLEY AVE,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2015/10/04 00:00:00+00,2015/10/04 19:30:00+00,Charleston PD,CLOSED MORE THAN ONCE 10/3 THOURGH 10/4,FLOOD 10/1/2015 - 10/6/2105,2016/01/21 20:36:47+00,CITY\PAZE@CITY-GIS.CITYCHS,2020/04/09 20:52:15+00,HAUCKR,,,No,1231.81675023697
267,PRESIDENT ST,CROSSTOWN TO CANNON ST,CLOSED - PARTIAL,SOUTHBOUND CLOSED,CONSTRUCTION,ACTIVE,2016/01/29 15:20:08+00,2016/03/31 00:00:00+00,PUBLIC SERVICE,Static lane closures will be implemented to safely execute the utility relocations in this area.  ,,2016/01/29 20:20:08+00,HAUCKR,2018/04/06 13:40:24+00,HAUCKR,,,No,263.353726672018
268,COURTENAY DR,SPRING STREET TO CANNON ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,NO MAP,2016/02/05 22:12:26+00,2016/02/20 00:00:00+00,PUBLIC SERVICE,There will be nighttime closures. ,,2016/02/05 15:12:26+00,HAUCKR,2018/04/06 13:40:24+00,HAUCKR,,,No,111.156916113017
269,WESTCOTT ST,SPRING ST TO CANNON ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,NO MAP,2016/02/05 22:15:33+00,2016/02/21 00:00:00+00,PUBLIC SERVICE,There will be nighttime closures.,,2016/02/05 15:15:33+00,HAUCKR,2018/04/06 13:40:24+00,HAUCKR,,,No,122.898349306455
270,AMERICA ST,@ FATHER GRANTS CT,CLOSED - PARTIAL,NORTHBOUND CLOSED,CONSTRUCTION,ACTIVE,2016/03/02 09:00:00+00,2016/03/02 12:00:00+00,T&T,POURING CONCRETE,,2016/03/02 19:59:57+00,HAUCKR,2018/04/06 13:40:24+00,HAUCKR,,,No,48.791441741771
272,ST PHILIP ST,BETWEEN GEORGE ST AND CALHOUN ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2016/03/07 00:00:00+00,2016/03/09 18:00:00+00,T&T,LINE REPAIR ON WEST SIDE,,2016/03/02 20:10:57+00,HAUCKR,2018/04/06 13:40:24+00,HAUCKR,,,No,268.269512619092
274,HASSEL ST,KING ST TO MEETING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2016/03/10 00:00:00+00,2016/03/10 11:00:00+00,T&T,,CRANE LIFT,2016/03/02 20:25:21+00,HAUCKR,2018/04/06 13:40:24+00,HAUCKR,,,No,226.703572163958
275,MEETING ST,CUMBERLAND ST TO MARKET ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2016/02/29 00:00:00+00,2016/03/11 15:00:00+00,T&T,ATT REPAIR,,2016/03/02 20:33:32+00,HAUCKR,2018/04/06 13:40:24+00,HAUCKR,,,No,161.859964607941
276,PERCY ST,BETWEEN LINE ST AND BOGARD ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2016/03/26 18:00:00+00,2016/03/26 22:00:00+00,T&T,,,2016/03/02 20:36:14+00,HAUCKR,2018/04/06 13:40:24+00,HAUCKR,,,No,172.126388682721
277,REID ST,MEETING ST TO OLD MORRIS SOKOL BUILDING,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2016/03/02 00:00:00+00,2016/06/24 00:00:00+00,T&T,REID ST UTILITY REPLACEMENT,,2016/03/02 20:38:47+00,HAUCKR,2018/04/06 13:40:24+00,HAUCKR,,,No,124.056527198985
278,COMING ST,BETWEEN WENTWORTH ST AND CALHOUN ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,SPECIAL EVENT,ACTIVE,2016/03/21 20:00:00+00,2016/03/21 22:00:00+00,T&T,DERBY DAYS EVENT,,2016/03/02 20:41:36+00,HAUCKR,2018/04/06 13:40:24+00,HAUCKR,,,No,528.513407812584
279,MONTAGU ST,BETWEEN PITT ST AND COMMING ST,CLOSED - PARTIAL,EASTBOUND CLOSED,SPECIAL EVENT,ACTIVE,2016/03/21 20:00:00+00,2016/03/21 22:00:00+00,T&T,DERBY DAYS EVENT,,2016/03/02 20:45:04+00,HAUCKR,2018/04/06 13:40:24+00,HAUCKR,,,No,179.844289999915
280,ASHLEY AVE,BETWEEN CALHOUN ST AND BEE ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,SPECIAL EVENT,ACTIVE,2016/05/10 08:00:00+00,2016/05/20 13:30:00+00,T&T,MUSC COMMENCEMENT,MUSC COMMENCEMENT,2016/03/02 20:48:55+00,HAUCKR,2018/04/06 13:40:24+00,HAUCKR,,,No,561.616904310345
283,CALHOUN ST,BETWEEN OGIER ST AND RUTLEDGE AVE,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2016/02/18 00:00:00+00,2016/02/26 15:00:00+00,T&T,ATT WORK,,2016/03/02 21:09:13+00,HAUCKR,2018/04/06 13:40:24+00,HAUCKR,,,No,96.0319750867094
284,WENTWORTH ST,MEETING ST TO KING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2016/03/01 09:00:00+00,2016/03/31 15:00:00+00,T&T,Westbound lane - AT&T utility work,,2016/03/02 21:17:28+00,HAUCKR,2018/04/06 13:40:24+00,HAUCKR,,,No,260.056514972041
286,CALHOUN ST,@ 75 CALHOUN ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2016/03/30 09:00:00+00,2016/03/30 14:30:00+00,T&T,Crane setup,,2016/03/03 16:37:51+00,HAUCKR,2018/04/06 13:40:24+00,HAUCKR,,,No,88.3260577025187
288,BEAUFAIN ST,@ PITT ST,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2015/11/09 09:51:00+00,2015/11/09 13:47:00+00,Charleston PD,,FLOOD 11/9/2015,2016/03/03 17:32:11+00,HAUCKR,2018/04/06 13:40:24+00,HAUCKR,,,No,261.957647863472
289,BENNETT ST,BETWEEN GADSDEN ST AND ASHLEY AVE,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2015/11/09 12:15:00+00,,Charleston PD,,FLOOD 11/9/2015,2016/03/03 17:44:36+00,HAUCKR,2018/04/06 13:40:24+00,HAUCKR,,,No,172.339123269621
290,CANNON ST,BETWEEN PRESIDENT ST AND WESCOTT CT,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2015/11/09 00:00:00+00,2015/11/09 13:36:00+00,Charleston PD,,FLOOD 11/9/2015,2016/03/03 17:49:08+00,HAUCKR,2018/04/06 13:40:24+00,HAUCKR,,,No,152.880649260152
294,N MARKET ST,BETWEEN E BAY ST AND MEETING ST,CLOSED,ALL LANES CLOSED,FLOOD,NO MAP,2015/11/09 00:00:00+00,2015/11/09 00:00:00+00,Charleston PD,,FLOOD 11/9/2015,2016/03/03 18:04:11+00,HAUCKR,2018/04/06 13:40:24+00,HAUCKR,,,No,471.217775646756
295,OGIER ST,BETWEEN CALHOUN ST AND VANDERHORST ST,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2015/11/09 12:01:00+00,2015/11/09 13:08:00+00,Charleston PD,,FLOOD 11/9/2015,2016/03/03 18:06:15+00,HAUCKR,2018/04/06 13:40:24+00,HAUCKR,,,No,235.113498226216
297,VANDERHORST ST,BETWEEN RUTLEDGE AVE AND SMITH ST,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2015/11/09 12:12:00+00,2015/11/09 13:08:00+00,Charleston PD,,FLOOD 11/9/2015,2016/03/03 18:13:54+00,HAUCKR,2018/04/06 13:40:24+00,HAUCKR,,,No,313.147624882347
298,KING ST,BETWEEN WENTWORTH ST AND HASELL ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2016/03/14 07:00:00+00,2016/03/31 17:00:00+00,T&T,Parking lane only - East side of street,,2016/03/03 20:05:08+00,HAUCKR,2018/04/06 13:40:24+00,HAUCKR,,,No,109.45765829948
299,COMMING ST,1000 FEET SOUTH OF CALHOUN ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2016/03/07 09:00:00+00,2016/03/13 03:30:00+00,T&T,Center and left lanes,,2016/03/03 20:08:47+00,HAUCKR,2018/04/06 13:40:25+00,HAUCKR,,,No,65.3639461703498
304,KING ST,CALHOUN ST TO HUTSON ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2016/03/03 09:30:00+00,2016/03/03 15:30:00+00,T&T,Vendor loading,,2016/03/03 20:36:17+00,HAUCKR,2018/04/06 13:40:25+00,HAUCKR,,,No,242.154668615136
305,KING ST,CALHOUN ST TO HUTSON ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2016/03/09 09:30:00+00,2016/03/09 15:30:00+00,T&T,,Loading / unloading,2016/03/03 20:39:25+00,HAUCKR,2018/04/06 13:40:25+00,HAUCKR,,,No,242.154668615136
306,GEORGE ST,BETWEEN KING ST AND SAINT PHILIP ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2016/03/04 17:00:00+00,2016/03/04 21:30:00+00,T&T,Sottile Theater event,,2016/03/03 20:42:22+00,HAUCKR,2018/04/06 13:40:25+00,HAUCKR,,,No,180.97568652127
307,CALHOUN ST,@ 75 CALHOUN ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2016/03/23 10:00:00+00,2016/03/23 14:30:00+00,T&T,Crane setup - south side of street,,2016/03/03 20:46:38+00,HAUCKR,2018/04/06 13:40:25+00,HAUCKR,,,No,118.900064507121
308,S MARKET ST,BETWEEN E BAY ST CONCORD ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2016/05/27 16:00:00+00,2016/05/27 23:00:00+00,T&T,,PICCOLO SPOLETO,2016/03/03 21:01:33+00,HAUCKR,2018/04/06 13:40:25+00,HAUCKR,,,No,156.304490711509
309,FISHBURN ST,ASHLEY AVE TO PRESIDENT ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2016/03/03 00:00:00+00,2016/06/03 00:00:00+00,Public Service ,There will be lane closures and intermittent road closure during the day.,US 17 DRAINAGE PROJECT,2016/03/03 21:06:56+00,HAUCKR,2018/04/06 13:40:25+00,HAUCKR,,,No,284.305958829241
310,CALHOUN ST,BETWEEN MEETING ST AND KING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,SPECIAL EVENT,ACTIVE,2016/06/11 09:00:00+00,2016/06/11 16:00:00+00,T&T,WESTBOUND CURB LANE ONLY,PICCOLO SPOTELO,2016/03/03 21:12:03+00,HAUCKR,2018/04/06 13:40:25+00,HAUCKR,,,No,250.736266329761
311,WALNUT ST,AT MEETING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2016/03/02 09:00:00+00,2016/04/02 15:00:00+00,T&T,UTILITY WORK,,2016/03/03 21:18:00+00,HAUCKR,2018/04/06 13:40:25+00,HAUCKR,,,No,363.23236626891
312,MEETING ST,LEE ST TO SHEPARD ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2016/03/02 09:00:00+00,2016/04/02 15:00:00+00,T&T,UTILITY WORK,,2016/03/03 21:20:12+00,HAUCKR,2018/04/06 13:40:25+00,HAUCKR,,,No,178.934557367848
313,JOHN ST,KING ST TO MEETING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2016/02/29 09:00:00+00,2016/03/29 15:00:00+00,T&T,PARKING LANE ONLY,,2016/03/04 13:03:23+00,HAUCKR,2018/04/06 13:40:25+00,HAUCKR,,,No,255.960243942735
314,CONCORD ST,BETWEEN S MARKET ST AND CUMBERLAND ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2016/05/27 13:00:00+00,2016/05/28 02:00:00+00,T&T,,PICCOLO SPOLETO,2016/03/04 13:06:03+00,HAUCKR,2018/04/06 13:40:25+00,HAUCKR,,,No,123.435044862373
316,MARY MURRAY DR,AROUND HAMPTON PARK,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,SPECIAL EVENT,ACTIVE,2016/10/09 16:00:00+00,2016/10/09 23:00:00+00,T&T,BIKE LANE ONLY,MOJA ARTS FESTIVAL,2016/03/04 13:21:31+00,HAUCKR,2018/04/06 13:40:25+00,HAUCKR,,,No,1912.76684663381
317,SAINT PHILIP ST,BETWEEN CALHOUN ST AND GEORGE ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,SPECIAL EVENT,ACTIVE,2016/09/30 14:00:00+00,2016/09/30 21:00:00+00,T&T,SOUTH BOUND CURB LANE ONLY,MOJA ARTS FESTIVAL,2016/03/04 13:25:13+00,HAUCKR,2018/04/06 13:40:25+00,HAUCKR,,,No,268.475301608657
318,SAINT PHILIP ST,BETWEEN CALHOUN ST AND GEORGE ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,SPECIAL EVENT,ACTIVE,2016/10/01 07:00:00+00,2016/10/02 02:00:00+00,T&T,SOUTH BOUND CURB LANE ONLY,MOJA ARTS FESTIVAL,2016/03/04 13:27:45+00,HAUCKR,2018/04/06 13:40:25+00,HAUCKR,,,No,268.475301608657
321,GEORGE ST,BETWEEN SAINT PHILIP ST AND GLEBE ST ,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2016/03/18 10:00:00+00,2016/03/18 18:30:00+00,T&T,,COC ACCESPTED STUDENT WEEKEND,2016/03/04 13:46:40+00,HAUCKR,2018/04/06 13:40:25+00,HAUCKR,,,No,97.1411375981956
322,GEORGE ST,BETWEEN SAINT PHILIP ST AND COMING ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2016/03/19 06:00:00+00,2016/03/19 18:00:00+00,T&T,,COC ACCEPTED STUDENT WEEKEND,2016/03/04 13:49:56+00,HAUCKR,2018/04/06 13:40:25+00,HAUCKR,,,No,212.612502383836
323,GEORGE ST,BETWEEN SAINT PHILIP ST AND COMING ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2016/04/21 12:00:00+00,2016/04/21 23:00:00+00,T&T,,COC COUGARPALOOZA EVENT,2016/03/04 13:52:32+00,HAUCKR,2018/04/06 13:40:25+00,HAUCKR,,,No,212.65025090041
324,KING ST,BETWEEN WENTWORTH ST AND HASELL ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2016/03/14 09:00:00+00,2016/04/14 15:30:00+00,T&T,UTILITY WORK - SOUTHBOUND LANE,,2016/03/07 15:13:02+00,HAUCKR,2018/04/06 13:40:25+00,HAUCKR,,,No,109.45765829948
325,I ST,BETWEEN KING ST AND H ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2016/03/07 09:00:00+00,2016/03/19 15:30:00+00,T&T,UTILITY WORK,,2016/03/07 15:23:26+00,HAUCKR,2018/04/06 13:40:25+00,HAUCKR,,,No,75.2527915521619
